Student_ID,Age,Gender,Study_Hours,Attendance,Math_Score,Science_Score,English_Score,Computer_Score,Total_Score,Percentage,Grade
STU12641,21,Male,2.5,69.1,52,56,64,68,240,60.0,C
STU12642,20,Female,4.6,96.6,90,87,91,88,356,89.0,A
STU12643,20,Male,5.6,94.2,68,83,91,87,329,82.25,A
STU12644,21,Female,2.4,100.0,81,74,72,83,310,77.5,B
STU12645,20,Female,6.5,66.1,72,88,73,78,311,77.75,B
STU12646,21,Male,3.8,73.3,68,78,64,67,277,69.25,C
STU12647,17,Male,6.8,96.9,100,100,100,84,384,96.0,A+
STU12648,21,Male,3.5,63.2,98,69,67,87,321,80.25,A
STU12649,18,Male,2.7,65.9,66,81,72,73,292,73.0,B
STU12650,20,Male,3.7,77.1,87,84,69,81,321,80.25,A
STU12651,21,Male,4.3,83.9,73,79,64,82,298,74.5,B
STU12652,21,Female,3.8,97.9,73,78,63,70,284,71.0,B
STU12653,20,Female,4.1,80.1,93,86,100,100,379,94.75,A+
STU12654,17,Male,5.1,75.9,99,100,93,87,379,94.75,A+
STU12655,17,Male,4.2,85.1,73,75,74,91,313,78.25,B
STU12656,20,Male,4.4,86.7,79,84,98,100,361,90.25,A+
STU12657,16,Female,1.4,86.4,69,80,67,72,288,72.0,B
STU12658,20,Female,5.2,80.2,92,98,97,100,387,96.75,A+
STU12659,20,Male,4.3,62.4,65,64,65,75,269,67.25,C
STU12660,17,Male,7.4,72.8,99,100,99,100,398,99.5,A+
STU12661,17,Female,2.8,96.2,87,85,71,88,331,82.75,A
STU12662,20,Female,1.2,83.9,89,78,75,73,315,78.75,B
STU12663,20,Male,5.6,78.8,69,79,77,81,306,76.5,B
STU12664,20,Female,5.1,93.2,90,81,91,92,354,88.5,A
STU12665,17,Male,2.7,70.7,56,48,60,58,222,55.5,D
STU12666,20,Male,1.7,79.7,61,73,70,81,285,71.25,B
STU12667,20,Female,7.3,83.4,97,98,91,100,386,96.5,A+
STU12668,19,Female,7.0,77.6,99,100,100,100,399,99.75,A+
STU12669,16,Male,0.5,83.0,53,61,62,68,244,61.0,C
STU12670,18,Female,3.7,80.1,73,70,84,85,312,78.0,B
STU12671,16,Male,7.5,68.0,75,76,68,85,304,76.0,B
STU12672,19,Female,3.6,83.8,73,86,83,77,319,79.75,B
STU12673,18,Female,3.6,68.7,57,63,74,71,265,66.25,C
STU12674,20,Female,4.0,83.7,73,74,83,77,307,76.75,B
STU12675,19,Female,2.5,95.7,69,73,74,87,303,75.75,B
STU12676,20,Male,1.4,79.2,63,57,70,56,246,61.5,C
STU12677,17,Female,6.4,70.3,86,78,74,100,338,84.5,A
STU12678,21,Female,1.2,80.7,61,55,61,65,242,60.5,C
STU12679,19,Female,4.9,73.7,72,84,74,81,311,77.75,B
STU12680,17,Male,6.1,87.9,92,100,100,98,390,97.5,A+
STU12681,19,Female,1.9,80.5,61,77,53,75,266,66.5,C
STU12682,19,Female,2.8,99.1,72,88,71,81,312,78.0,B
STU12683,17,Male,6.7,93.6,83,62,94,88,327,81.75,A
STU12684,18,Female,5.5,80.5,72,87,67,96,322,80.5,A
STU12685,16,Male,3.4,89.2,78,75,87,88,328,82.0,A
STU12686,20,Male,6.7,78.1,80,91,78,98,347,86.75,A
STU12687,19,Female,6.7,82.3,100,99,100,100,399,99.75,A+
STU12688,20,Female,5.0,78.4,50,53,73,61,237,59.25,D
STU12689,21,Female,2.9,89.7,79,70,83,71,303,75.75,B
STU12690,17,Male,3.8,96.3,86,83,97,91,357,89.25,A
STU12691,20,Female,5.0,90.0,72,93,84,94,343,85.75,A
STU12692,17,Male,4.2,91.2,72,82,79,98,331,82.75,A
STU12693,20,Male,6.2,91.2,90,84,99,98,371,92.75,A+
STU12694,16,Male,1.7,87.5,77,90,72,80,319,79.75,B
STU12695,16,Female,1.8,70.6,58,62,63,66,249,62.25,C
STU12696,16,Female,4.8,99.0,89,92,97,95,373,93.25,A+
STU12697,16,Female,3.6,100.0,69,87,86,88,330,82.5,A
STU12698,16,Female,3.4,79.7,52,52,52,64,220,55.0,D
STU12699,16,Male,1.3,78.3,69,63,67,66,265,66.25,C
STU12700,17,Female,4.5,88.1,65,81,78,79,303,75.75,B
STU12701,19,Male,4.4,87.5,60,61,66,59,246,61.5,C
STU12702,20,Female,5.7,80.0,84,76,80,84,324,81.0,A
STU12703,16,Male,4.6,69.5,69,68,72,70,279,69.75,C
STU12704,17,Female,4.3,85.1,81,77,83,93,334,83.5,A
STU12705,17,Female,6.6,87.5,84,87,89,95,355,88.75,A
STU12706,17,Female,2.1,89.3,84,87,72,78,321,80.25,A
STU12707,19,Female,5.5,85.5,78,83,75,92,328,82.0,A
STU12708,20,Male,1.5,79.3,62,79,60,75,276,69.0,C
STU12709,19,Female,3.0,91.9,82,100,99,100,381,95.25,A+
STU12710,18,Male,2.3,82.7,84,75,71,77,307,76.75,B
STU12711,17,Female,5.9,77.4,80,92,83,99,354,88.5,A
STU12712,18,Female,4.4,80.2,85,84,98,80,347,86.75,A
STU12713,21,Male,4.5,64.5,71,57,61,75,264,66.0,C
STU12714,16,Female,2.5,80.2,74,66,77,83,300,75.0,B
STU12715,16,Female,4.0,88.9,75,75,76,85,311,77.75,B
STU12716,19,Male,3.1,85.4,60,69,69,77,275,68.75,C
STU12717,20,Female,5.2,97.2,67,73,82,90,312,78.0,B
STU12718,18,Male,2.7,79.4,77,78,73,77,305,76.25,B
STU12719,20,Female,6.9,86.9,91,83,83,80,337,84.25,A
STU12720,19,Female,1.5,89.9,81,87,92,86,346,86.5,A
STU12721,16,Female,3.0,100.0,73,80,74,83,310,77.5,B
STU12722,20,Female,7.5,83.4,85,89,71,89,334,83.5,A
STU12723,20,Male,3.7,71.6,62,67,56,80,265,66.25,C
STU12724,16,Female,2.1,90.5,69,75,80,66,290,72.5,B
STU12725,18,Male,4.9,100.0,100,100,100,100,400,100.0,A+
STU12726,16,Female,3.6,78.8,62,74,72,65,273,68.25,C
STU12727,20,Female,3.0,90.4,72,84,70,80,306,76.5,B
STU12728,18,Male,2.5,94.3,80,73,59,63,275,68.75,C
STU12729,18,Male,9.5,92.2,100,100,100,100,400,100.0,A+
STU12730,16,Female,4.0,83.3,79,73,72,72,296,74.0,B
STU12731,20,Female,1.0,75.0,45,49,44,50,188,47.0,F
STU12732,19,Male,7.2,81.2,94,84,77,100,355,88.75,A
STU12733,20,Male,5.6,86.6,85,88,69,95,337,84.25,A
STU12734,17,Male,3.1,91.1,58,63,76,75,272,68.0,C
STU12735,21,Female,2.8,85.3,70,79,59,64,272,68.0,C
STU12736,19,Male,5.7,78.2,87,90,95,100,372,93.0,A+
STU12737,18,Female,4.1,87.6,63,95,73,79,310,77.5,B
STU12738,19,Male,1.0,90.6,56,52,62,61,231,57.75,D
STU12739,18,Female,7.7,85.8,91,90,92,100,373,93.25,A+
STU12740,18,Male,3.7,73.6,73,70,72,66,281,70.25,B
STU12741,19,Female,7.2,80.2,76,72,80,82,310,77.5,B
STU12742,18,Male,6.8,91.5,100,100,100,100,400,100.0,A+
STU12743,18,Female,2.7,68.2,90,66,69,78,303,75.75,B
STU12744,17,Male,6.4,61.1,82,87,100,91,360,90.0,A+
STU12745,20,Female,3.3,97.1,85,84,78,87,334,83.5,A
STU12746,20,Female,1.1,87.1,47,53,49,51,200,50.0,D
STU12747,21,Male,3.7,88.1,82,79,78,100,339,84.75,A
STU12748,21,Female,5.2,71.2,70,75,74,83,302,75.5,B
STU12749,17,Female,3.7,89.4,60,71,66,74,271,67.75,C
STU12750,21,Male,3.9,84.8,72,71,75,81,299,74.75,B
STU12751,19,Male,6.6,66.2,92,88,88,100,368,92.0,A+
STU12752,16,Male,4.7,96.2,79,77,91,99,346,86.5,A
STU12753,16,Female,3.0,83.6,82,91,64,75,312,78.0,B
STU12754,16,Female,5.8,78.0,72,87,86,99,344,86.0,A
STU12755,17,Male,4.9,78.2,65,67,77,76,285,71.25,B
STU12756,17,Female,0.5,61.8,50,64,55,75,244,61.0,C
STU12757,18,Female,5.3,87.9,96,78,70,91,335,83.75,A
STU12758,16,Female,5.2,84.6,74,95,93,91,353,88.25,A
STU12759,19,Female,4.5,80.1,86,80,80,75,321,80.25,A
STU12760,21,Female,6.1,94.8,87,90,100,100,377,94.25,A+
STU12761,19,Female,3.3,68.2,45,47,54,44,190,47.5,F
STU12762,21,Male,5.1,76.0,83,75,93,88,339,84.75,A
STU12763,16,Female,1.7,73.5,66,73,65,78,282,70.5,B
STU12764,16,Female,5.2,79.2,76,88,91,81,336,84.0,A
STU12765,16,Male,8.0,82.7,76,87,91,100,354,88.5,A
STU12766,17,Female,2.7,86.3,64,68,58,60,250,62.5,C
STU12767,21,Female,3.1,78.5,78,63,77,86,304,76.0,B
STU12768,17,Female,3.2,73.2,64,58,61,72,255,63.75,C
STU12769,17,Male,4.7,98.9,90,91,100,94,375,93.75,A+
STU12770,20,Male,2.6,100.0,65,75,70,81,291,72.75,B
STU12771,19,Female,5.3,83.4,86,95,94,100,375,93.75,A+
STU12772,19,Female,6.0,74.4,89,77,94,92,352,88.0,A
STU12773,18,Male,5.5,96.8,91,81,81,100,353,88.25,A
STU12774,17,Female,1.3,67.5,60,62,70,52,244,61.0,C
STU12775,21,Female,6.3,78.7,94,100,84,100,378,94.5,A+
STU12776,20,Male,6.2,75.0,80,95,77,88,340,85.0,A
STU12777,20,Male,6.0,70.4,93,94,82,81,350,87.5,A
STU12778,19,Male,5.2,79.2,85,91,79,88,343,85.75,A
STU12779,17,Female,4.9,73.4,87,91,100,94,372,93.0,A+
STU12780,18,Male,6.4,82.1,66,69,75,85,295,73.75,B
STU12781,17,Male,8.0,82.3,82,91,59,99,331,82.75,A
STU12782,16,Male,2.8,75.8,65,62,65,76,268,67.0,C
STU12783,17,Male,6.4,78.3,77,78,78,82,315,78.75,B
STU12784,16,Male,4.3,79.7,86,76,74,79,315,78.75,B
STU12785,16,Male,4.3,90.1,87,86,74,96,343,85.75,A
STU12786,18,Female,1.7,80.5,66,65,66,65,262,65.5,C
STU12787,21,Female,4.0,90.2,70,75,71,69,285,71.25,B
STU12788,19,Male,2.7,87.9,75,88,74,91,328,82.0,A
STU12789,17,Male,3.7,87.7,83,68,70,90,311,77.75,B
STU12790,16,Female,2.5,95.9,82,66,78,75,301,75.25,B
STU12791,17,Male,3.7,70.8,72,84,89,97,342,85.5,A
STU12792,21,Male,3.8,77.3,77,83,77,81,318,79.5,B
STU12793,19,Male,4.7,99.6,100,100,87,100,387,96.75,A+
STU12794,21,Male,1.6,79.4,53,53,67,62,235,58.75,D
STU12795,19,Female,1.9,53.8,78,72,82,85,317,79.25,B
STU12796,20,Male,5.2,80.0,64,62,85,69,280,70.0,B
STU12797,19,Female,3.1,83.3,58,73,70,79,280,70.0,B
STU12798,18,Male,6.4,55.8,71,81,74,76,302,75.5,B
STU12799,21,Male,4.9,95.3,93,92,98,90,373,93.25,A+
STU12800,16,Female,5.6,74.9,75,74,73,88,310,77.5,B
STU12801,20,Male,7.0,85.3,100,95,97,100,392,98.0,A+
STU12802,18,Female,3.9,79.7,71,64,70,79,284,71.0,B
STU12803,17,Male,3.5,69.1,78,89,72,81,320,80.0,A
STU12804,21,Female,6.1,71.3,78,76,71,89,314,78.5,B
STU12805,16,Male,5.4,72.6,88,90,100,99,377,94.25,A+
STU12806,19,Female,4.2,92.9,77,76,65,74,292,73.0,B
STU12807,16,Male,7.0,80.5,79,84,69,81,313,78.25,B
STU12808,17,Female,4.1,76.8,84,94,86,76,340,85.0,A
STU12809,20,Male,4.6,72.7,66,69,72,84,291,72.75,B
STU12810,20,Female,4.5,94.0,69,89,72,93,323,80.75,A
STU12811,21,Male,2.8,96.6,68,73,69,94,304,76.0,B
STU12812,20,Female,4.6,93.8,72,67,66,75,280,70.0,B
STU12813,21,Male,7.0,86.9,85,84,85,93,347,86.75,A
STU12814,21,Male,5.3,84.9,93,84,100,88,365,91.25,A+
STU12815,21,Female,4.6,69.8,80,78,81,94,333,83.25,A
STU12816,19,Male,4.2,79.5,80,86,72,87,325,81.25,A
STU12817,18,Male,5.1,75.2,80,92,100,100,372,93.0,A+
STU12818,21,Female,5.8,63.7,70,61,78,71,280,70.0,B
STU12819,21,Female,5.6,92.6,77,71,90,94,332,83.0,A
STU12820,18,Male,3.9,75.0,65,69,71,79,284,71.0,B
STU12821,16,Female,5.1,94.0,81,77,93,97,348,87.0,A
STU12822,21,Female,5.4,90.8,92,80,90,92,354,88.5,A
STU12823,19,Male,2.7,87.6,51,70,64,57,242,60.5,C
STU12824,20,Female,4.8,88.1,64,60,51,69,244,61.0,C
STU12825,20,Female,0.6,75.8,71,78,67,57,273,68.25,C
STU12826,17,Female,5.4,100.0,100,77,100,88,365,91.25,A+
STU12827,17,Male,5.7,82.4,86,88,93,90,357,89.25,A
STU12828,20,Female,5.8,85.0,75,86,79,83,323,80.75,A
STU12829,20,Male,3.8,75.5,58,73,67,71,269,67.25,C
STU12830,19,Male,5.1,72.7,85,75,78,85,323,80.75,A
STU12831,18,Male,7.1,86.8,90,100,92,100,382,95.5,A+
STU12832,17,Female,7.0,84.2,84,93,88,95,360,90.0,A+
STU12833,18,Female,4.4,74.1,68,77,94,89,328,82.0,A
STU12834,19,Female,4.8,67.6,72,69,79,65,285,71.25,B
STU12835,20,Female,6.5,69.3,89,86,76,89,340,85.0,A
STU12836,21,Male,1.8,94.0,74,65,81,81,301,75.25,B
STU12837,18,Male,3.9,75.9,71,95,91,88,345,86.25,A
STU12838,20,Male,6.9,78.6,92,83,95,99,369,92.25,A+
STU12839,20,Male,6.3,96.5,91,100,100,100,391,97.75,A+
STU12840,16,Female,5.2,70.8,66,58,60,78,262,65.5,C
STU12841,18,Female,1.8,74.7,66,66,63,71,266,66.5,C
STU12842,21,Male,4.4,74.3,78,69,84,87,318,79.5,B
STU12843,18,Male,3.4,98.2,85,81,74,91,331,82.75,A
STU12844,20,Male,5.1,100.0,78,68,72,89,307,76.75,B
STU12845,21,Male,3.0,89.5,72,93,91,94,350,87.5,A
STU12846,19,Female,2.7,89.8,75,75,67,71,288,72.0,B
STU12847,16,Female,0.8,76.2,52,60,60,48,220,55.0,D
STU12848,20,Female,6.7,100.0,85,90,87,97,359,89.75,A
STU12849,17,Male,3.8,84.7,61,81,76,88,306,76.5,B
STU12850,17,Male,4.8,90.5,100,100,100,100,400,100.0,A+
STU12851,16,Male,4.5,80.9,94,87,83,93,357,89.25,A
STU12852,19,Female,2.6,79.3,73,84,69,62,288,72.0,B
STU12853,20,Female,2.2,98.6,66,69,68,77,280,70.0,B
STU12854,18,Male,2.7,87.4,61,88,80,84,313,78.25,B
STU12855,16,Female,3.2,96.5,89,88,78,73,328,82.0,A
STU12856,19,Female,5.2,84.6,60,54,57,66,237,59.25,D
STU12857,18,Female,3.1,73.5,71,66,82,69,288,72.0,B
STU12858,17,Female,7.6,76.2,96,82,81,93,352,88.0,A
STU12859,17,Female,6.3,83.0,80,83,72,88,323,80.75,A
STU12860,18,Female,6.0,75.7,90,100,95,97,382,95.5,A+
STU12861,16,Male,4.3,70.9,91,93,76,95,355,88.75,A
STU12862,17,Male,7.2,94.0,96,98,100,100,394,98.5,A+
STU12863,20,Male,4.1,76.6,87,89,93,86,355,88.75,A
STU12864,21,Male,4.4,83.4,85,93,81,99,358,89.5,A
STU12865,18,Female,4.8,85.0,75,81,57,72,285,71.25,B
STU12866,18,Female,5.8,76.1,59,69,68,80,276,69.0,C
STU12867,17,Male,5.6,96.5,100,93,84,91,368,92.0,A+
STU12868,16,Female,3.6,70.8,72,64,78,63,277,69.25,C
STU12869,20,Male,3.5,84.6,58,57,68,74,257,64.25,C
STU12870,16,Male,5.7,84.5,83,61,85,87,316,79.0,B
STU12871,19,Male,5.8,81.5,82,98,85,96,361,90.25,A+
STU12872,19,Male,3.8,69.0,80,69,84,79,312,78.0,B
STU12873,21,Male,1.6,90.7,72,59,69,61,261,65.25,C
STU12874,17,Female,4.1,89.4,80,63,82,83,308,77.0,B
STU12875,17,Male,5.6,75.2,90,76,91,91,348,87.0,A
STU12876,17,Female,7.7,89.1,78,72,71,96,317,79.25,B
STU12877,21,Male,2.3,85.7,73,63,80,69,285,71.25,B
STU12878,19,Male,3.7,69.2,68,62,59,62,251,62.75,C
STU12879,16,Male,3.8,73.5,77,79,81,86,323,80.75,A
STU12880,21,Female,6.9,93.4,78,69,78,87,312,78.0,B
STU12881,21,Male,4.4,85.1,92,77,72,91,332,83.0,A
STU12882,16,Female,2.9,76.4,70,57,75,80,282,70.5,B
STU12883,17,Female,5.5,73.4,69,88,62,72,291,72.75,B
STU12884,20,Female,3.8,76.8,60,86,69,72,287,71.75,B
STU12885,16,Female,2.3,77.6,58,54,58,54,224,56.0,D
STU12886,19,Male,2.9,73.5,55,57,56,83,251,62.75,C
STU12887,18,Male,7.6,64.6,72,81,72,91,316,79.0,B
STU12888,18,Male,5.2,93.4,72,80,82,77,311,77.75,B
STU12889,21,Female,4.7,91.7,80,87,83,90,340,85.0,A
STU12890,18,Male,4.1,69.3,68,69,62,69,268,67.0,C
STU12891,20,Male,5.0,83.4,77,73,64,63,277,69.25,C
STU12892,17,Female,5.0,73.0,82,72,81,87,322,80.5,A
STU12893,19,Male,5.0,79.4,82,81,77,78,318,79.5,B
STU12894,20,Female,4.7,78.6,83,85,67,89,324,81.0,A
STU12895,19,Female,6.1,77.7,68,81,85,86,320,80.0,A
STU12896,19,Male,4.5,100.0,82,85,74,90,331,82.75,A
STU12897,17,Male,2.7,77.6,60,70,82,86,298,74.5,B
STU12898,21,Male,3.4,73.9,74,86,70,82,312,78.0,B
STU12899,18,Female,0.9,74.4,29,35,66,50,180,45.0,F
STU12900,17,Female,8.1,92.4,80,90,91,90,351,87.75,A
STU12901,20,Female,6.1,65.5,98,84,95,93,370,92.5,A+
STU12902,21,Female,3.0,74.4,61,82,75,71,289,72.25,B
STU12903,20,Female,4.0,96.5,93,79,72,91,335,83.75,A
STU12904,21,Male,3.4,84.4,74,72,80,74,300,75.0,B
STU12905,20,Male,7.3,83.9,91,78,84,88,341,85.25,A
STU12906,17,Female,1.9,100.0,72,59,70,74,275,68.75,C
STU12907,21,Male,4.7,84.5,96,100,94,98,388,97.0,A+
STU12908,21,Male,4.3,74.9,77,84,73,92,326,81.5,A
STU12909,19,Female,6.0,79.2,78,81,79,87,325,81.25,A
STU12910,19,Male,4.3,70.6,60,66,62,72,260,65.0,C
STU12911,16,Female,1.3,94.6,78,91,85,93,347,86.75,A
STU12912,20,Female,4.0,87.7,66,71,77,94,308,77.0,B
STU12913,19,Male,2.8,93.2,76,70,68,85,299,74.75,B
STU12914,16,Female,4.6,94.1,85,88,100,92,365,91.25,A+
STU12915,19,Male,7.1,77.9,78,80,87,89,334,83.5,A
STU12916,20,Male,1.4,72.6,73,70,72,80,295,73.75,B
STU12917,21,Male,3.1,81.5,58,71,65,64,258,64.5,C
STU12918,18,Male,3.5,73.3,61,59,57,63,240,60.0,C
STU12919,20,Female,3.8,83.6,92,90,87,91,360,90.0,A+
STU12920,17,Male,5.8,93.3,91,90,89,91,361,90.25,A+
STU12921,19,Male,4.2,80.3,88,85,92,91,356,89.0,A
STU12922,19,Male,5.2,83.5,79,82,100,83,344,86.0,A
STU12923,21,Female,3.4,81.1,83,84,91,82,340,85.0,A
STU12924,17,Female,4.9,90.0,61,73,56,74,264,66.0,C
STU12925,21,Male,5.9,75.3,74,82,74,77,307,76.75,B
STU12926,17,Male,3.2,60.0,61,75,67,73,276,69.0,C
STU12927,18,Male,5.9,86.7,73,81,76,85,315,78.75,B
STU12928,19,Male,4.6,91.9,81,80,85,89,335,83.75,A
STU12929,19,Female,6.4,86.5,92,89,80,99,360,90.0,A+
STU12930,18,Female,4.1,75.6,77,93,93,88,351,87.75,A
STU12931,16,Male,5.2,70.6,80,77,61,75,293,73.25,B
STU12932,21,Male,4.4,86.9,79,93,70,92,334,83.5,A
STU12933,18,Male,4.3,83.4,81,67,74,93,315,78.75,B
STU12934,21,Female,5.0,80.7,85,91,85,100,361,90.25,A+
STU12935,20,Male,5.5,100.0,79,78,68,89,314,78.5,B
STU12936,19,Female,2.3,72.5,80,78,73,82,313,78.25,B
STU12937,21,Female,7.1,99.8,98,96,100,100,394,98.5,A+
STU12938,17,Male,1.2,82.3,81,78,72,78,309,77.25,B
STU12939,21,Female,3.3,63.6,82,82,82,83,329,82.25,A
STU12940,20,Female,4.3,80.2,80,73,72,85,310,77.5,B
STU12941,19,Female,5.2,91.6,71,76,76,80,303,75.75,B
STU12942,18,Male,7.3,78.3,86,92,87,100,365,91.25,A+
STU12943,20,Male,1.2,67.3,49,48,41,47,185,46.25,F
STU12944,19,Female,3.6,80.4,86,85,78,90,339,84.75,A
STU12945,21,Female,0.7,73.4,48,56,44,62,210,52.5,D
STU12946,16,Female,4.6,86.9,83,64,84,83,314,78.5,B
STU12947,16,Female,5.0,89.7,99,93,90,93,375,93.75,A+
STU12948,17,Female,7.4,71.4,72,85,82,90,329,82.25,A
STU12949,19,Female,4.7,74.9,72,77,83,83,315,78.75,B
STU12950,16,Male,6.4,89.6,80,96,93,93,362,90.5,A+
STU12951,18,Female,5.6,73.4,67,52,64,77,260,65.0,C
STU12952,19,Female,3.7,71.2,66,68,61,72,267,66.75,C
STU12953,18,Female,2.0,70.2,42,38,56,47,183,45.75,F
STU12954,18,Female,5.0,85.5,72,68,67,75,282,70.5,B
STU12955,16,Male,1.8,85.1,78,74,80,81,313,78.25,B
STU12956,19,Female,6.8,75.2,90,94,77,95,356,89.0,A
STU12957,21,Female,4.2,82.1,72,74,80,87,313,78.25,B
STU12958,20,Male,6.7,97.3,92,87,100,100,379,94.75,A+
STU12959,16,Male,3.6,72.3,66,62,48,68,244,61.0,C
STU12960,16,Male,5.0,62.5,72,81,79,88,320,80.0,A
STU12961,21,Male,4.9,86.6,100,100,100,100,400,100.0,A+
STU12962,19,Male,4.4,80.9,82,88,99,100,369,92.25,A+
STU12963,19,Male,3.7,74.9,60,69,77,73,279,69.75,C
STU12964,18,Female,5.2,88.5,70,72,77,93,312,78.0,B
STU12965,21,Female,2.8,90.4,50,62,64,72,248,62.0,C
STU12966,21,Female,2.3,59.9,60,44,70,51,225,56.25,D
STU12967,19,Female,6.7,75.5,91,100,80,100,371,92.75,A+
STU12968,18,Male,5.8,100.0,92,78,88,84,342,85.5,A
STU12969,16,Male,4.6,87.8,79,95,97,85,356,89.0,A
STU12970,17,Female,7.5,88.8,100,100,98,96,394,98.5,A+
STU12971,20,Male,4.0,93.7,81,83,71,90,325,81.25,A
STU12972,16,Female,6.9,82.2,89,88,80,86,343,85.75,A
STU12973,19,Female,4.8,90.0,71,59,72,71,273,68.25,C
STU12974,20,Female,2.7,89.2,72,75,69,87,303,75.75,B
STU12975,17,Female,7.8,87.4,100,95,84,93,372,93.0,A+
STU12976,17,Male,6.3,78.8,90,84,93,84,351,87.75,A
STU12977,18,Male,4.3,83.7,80,85,86,81,332,83.0,A
STU12978,20,Female,5.8,76.1,81,99,85,96,361,90.25,A+
STU12979,18,Male,3.8,82.1,70,76,73,81,300,75.0,B
STU12980,16,Female,6.0,70.3,78,77,78,89,322,80.5,A
STU12981,21,Male,0.5,74.1,60,55,58,66,239,59.75,D
STU12982,21,Female,2.7,79.2,51,55,74,60,240,60.0,C
STU12983,21,Female,6.3,72.6,79,74,82,77,312,78.0,B
STU12984,20,Female,4.1,76.9,50,60,79,69,258,64.5,C
STU12985,21,Male,4.9,80.4,87,88,89,92,356,89.0,A
STU12986,16,Male,2.1,86.0,70,63,67,76,276,69.0,C
STU12987,18,Female,7.8,91.5,100,99,100,100,399,99.75,A+
STU12988,20,Male,6.6,77.4,66,75,78,69,288,72.0,B
STU12989,18,Female,4.1,95.4,79,64,63,70,276,69.0,C
STU12990,20,Female,3.8,91.4,65,75,98,86,324,81.0,A
STU12991,18,Female,6.4,87.0,77,72,83,97,329,82.25,A
STU12992,17,Female,8.1,83.5,79,87,87,100,353,88.25,A
STU12993,18,Male,6.2,85.2,84,76,80,93,333,83.25,A
STU12994,21,Female,8.4,93.9,100,100,100,100,400,100.0,A+
STU12995,17,Female,2.8,94.2,67,62,86,86,301,75.25,B
STU12996,18,Male,3.0,95.3,91,92,71,96,350,87.5,A
STU12997,20,Female,2.4,82.4,81,86,88,83,338,84.5,A
STU12998,20,Male,5.3,87.5,96,96,93,85,370,92.5,A+
STU12999,20,Male,4.8,95.4,72,78,72,76,298,74.5,B
STU13000,19,Male,4.2,75.8,91,76,94,81,342,85.5,A
STU13001,16,Female,6.0,78.8,80,69,83,86,318,79.5,B
STU13002,20,Male,6.7,82.2,78,74,78,76,306,76.5,B
STU13003,17,Female,1.8,91.0,81,86,82,90,339,84.75,A
STU13004,20,Female,3.4,91.2,65,64,81,73,283,70.75,B
STU13005,19,Male,6.0,79.7,78,72,89,88,327,81.75,A
STU13006,21,Male,3.7,66.9,61,65,48,66,240,60.0,C
STU13007,17,Female,3.1,84.5,65,86,76,67,294,73.5,B
STU13008,19,Male,6.3,72.8,78,79,91,80,328,82.0,A
STU13009,21,Female,2.2,67.1,48,49,67,63,227,56.75,D
STU13010,17,Male,4.0,69.4,74,71,82,98,325,81.25,A
STU13011,18,Female,5.1,85.3,81,81,68,80,310,77.5,B
STU13012,16,Female,3.5,95.6,85,100,100,94,379,94.75,A+
STU13013,16,Male,5.9,82.4,85,89,84,93,351,87.75,A
STU13014,19,Male,3.5,84.1,78,75,91,81,325,81.25,A
STU13015,21,Male,7.0,93.8,94,100,100,100,394,98.5,A+
STU13016,16,Male,4.3,66.6,75,67,90,77,309,77.25,B
STU13017,21,Female,5.7,87.2,93,77,93,100,363,90.75,A+
STU13018,21,Female,5.8,81.9,88,95,76,100,359,89.75,A
STU13019,19,Male,3.4,87.7,56,57,63,68,244,61.0,C
STU13020,19,Female,0.8,77.2,64,71,52,59,246,61.5,C
STU13021,19,Female,5.1,73.8,91,79,100,90,360,90.0,A+
STU13022,16,Male,4.6,83.4,71,77,82,79,309,77.25,B
STU13023,19,Male,5.5,98.5,93,94,95,97,379,94.75,A+
STU13024,16,Female,4.1,90.6,72,81,81,80,314,78.5,B
STU13025,19,Female,3.7,76.9,66,64,58,74,262,65.5,C
STU13026,20,Female,8.1,68.6,77,78,77,81,313,78.25,B
STU13027,21,Female,1.8,65.2,48,54,51,52,205,51.25,D
STU13028,19,Male,5.8,95.2,94,96,100,93,383,95.75,A+
STU13029,17,Female,3.5,72.4,59,42,43,56,200,50.0,D
STU13030,21,Female,3.9,78.7,70,60,64,65,259,64.75,C
STU13031,21,Female,3.9,95.2,75,58,71,80,284,71.0,B
STU13032,19,Male,3.1,65.9,62,71,61,69,263,65.75,C
STU13033,18,Male,5.5,96.9,81,69,61,79,290,72.5,B
STU13034,19,Male,7.0,79.5,94,97,70,100,361,90.25,A+
STU13035,21,Female,5.3,70.5,67,71,54,75,267,66.75,C
STU13036,17,Male,4.7,79.5,85,80,97,85,347,86.75,A
STU13037,21,Male,2.7,74.8,69,62,64,64,259,64.75,C
STU13038,17,Male,5.4,86.4,77,79,90,88,334,83.5,A
STU13039,16,Male,8.4,75.5,79,88,89,99,355,88.75,A
STU13040,20,Female,3.8,62.9,71,78,72,75,296,74.0,B
STU13041,21,Female,3.8,79.8,82,92,89,89,352,88.0,A
STU13042,19,Female,3.5,68.4,77,74,80,72,303,75.75,B
STU13043,16,Male,3.6,84.0,76,77,86,85,324,81.0,A
STU13044,20,Female,0.5,70.1,61,70,64,52,247,61.75,C
STU13045,19,Male,5.2,77.1,76,85,78,84,323,80.75,A
STU13046,18,Male,3.0,83.8,73,66,79,97,315,78.75,B
STU13047,19,Male,1.6,79.9,77,83,74,86,320,80.0,A
